Text,Actual Sentiment,Predicted Sentiment,Confidence
nokia world largest mobile phone manufacturer china postel china largest mobile phone distributor long standing partnership continues grow stronger time,positive,positive,0.95256585
october december sales mln eur pct increase year year,positive,positive,0.88597316
olvi controls percent stake ragutis le coq said annual report published earlier year lithuanian brewery sales reached million euros last year rise percent million euros,positive,positive,0.73471403
olvi expects sales market share increase first quarter,positive,positive,0.95499474
olvi target strengthen market share soft drinks mineral waters ciders long drinks energy drinks,neutral,neutral,0.85949045
operating profit increased eur mn eur mn corresponding period,positive,positive,0.9513316
operating profit asian plants grew markedly,positive,positive,0.9576935
operating profit totaled eur mn eur mn,positive,neutral,0.51112133
operating profit totalled eur mn eur mn year year,positive,neutral,0.5470892
production capacity increase tonnes per year raw material continue recycled paper board,positive,positive,0.83987606
profit period increased eur mn eur mn,positive,positive,0.95587033
profit per share eur eur,positive,neutral,0.76831067
return capital employed rose percentage points,positive,positive,0.9494341
revenue july september grew percent euro billion finnish company said thursday,positive,neutral,0.87335074
revenue grew percent euro million us million euro million,positive,positive,0.55027467
ruukki order book end year year quarter quarter,positive,neutral,0.647314
ruukki signed contract norwegian company veidekke entreprenor,positive,positive,0.76394135
sales finland rose international growth,positive,positive,0.94250137
sales security system packaging increased slightly,positive,positive,0.96079004
stora enso third quarter pre tax profit doubled eur mn,positive,positive,0.9559738
strongest growth seen new markets russia czech republic slovakia,positive,positive,0.74101406
airline ordered nine airbus aircraft deliveries becomes lead airline latest variant rolls royce trent series engines called,positive,neutral,0.54127544
company intensifying smelter operations increasing annual production capacity tonnes copper,positive,positive,0.95053226
company market share continued increase,positive,positive,0.9508708
company scheduled traffic measured revenue passenger kilometres rpk grew nearly passengers carried scheduled flights february,positive,positive,0.8081916
company said investments new market areas resulted sales increase sweden poland russia lithuania,positive,positive,0.8855229
disposal autotank also strengthen aspo capital structure commented gustav nyberg ceo aspo,positive,neutral,0.56065375
earnings per share quarter came eur eur quarter year earlier,positive,positive,0.44599393
economic occupancy rate sponda property portfolio rose,positive,neutral,0.7277989
finnish supplier bss oss vas telecom operators tecnotree received expansion orders worth total us mn convergent charging next generation messaging solutions latin america company announced without specifying operators placed orders,positive,positive,0.9374589
group month operating profit grew percent million euros,positive,positive,0.6762271
growth activeness talentum customers started end continued reporting period company stated,positive,neutral,0.5384639
growth net sales first half compared first half,positive,positive,0.51751643
pretax profit group life insurance business increased eur million eur million,positive,positive,0.9544872
pretax profit group life insurance business increased eur eur,positive,positive,0.95697385
