Text,Actual Sentiment,Predicted Sentiment,Confidence,Impact Score
nokia also noted average selling price handsets declined period though mobile phone profit margin rose percent percent year ago quarter,positive,positive,0.9307807,93.07807
bank sees potential getinge share rise,positive,positive,0.9305736,93.05736
mobile data transfer expected increase explosively lte era,neutral,positive,0.9305069,93.05069
teleste acquisition marks entry services business market long established significant supplier products,positive,positive,0.9298924,92.98924
foundries division reports sales increased eur mn eur mn corresponding period sales machine shop division increased eur mn eur mn corresponding period,positive,positive,0.92969364,92.969364
demand seems hit bottom signs improvement seen,positive,positive,0.9296133,92.96133
fair value company investment properties grew eur billion end march eur million year ago,positive,positive,0.92951035,92.951035
market share percent according ac nielsen data,neutral,positive,0.9294826,92.94826
net income life insurance rose eur mn eur mn net income non life insurance eur mn eur mn,positive,positive,0.9293033,92.93033000000001
earnings per share higher year ahead market consensus eur,positive,positive,0.9286788,92.86788
spokesman said food store center subject council local support could comprise supermarket smaller store niche outlets firmed following consultation council local community regarding appropriate uses occupiers,neutral,positive,0.92852634,92.852634
launch plant june went well producing advanced fuel couple weeks,positive,positive,0.9285026,92.85025999999999
aim annual improvement ruukki construction operating profit eur million usd starting,positive,positive,0.928247,92.8247
increased trust clients yit seen apartment sales accelerated,positive,positive,0.9280849,92.80849
however sales volumes food industry expected remain relatively good levels finland scandinavia atria said,positive,positive,0.9279938,92.79938
shares nokia corp rose thursday cell phone maker said third quarter earnings almost doubled share global handset market increased,positive,positive,0.92769843,92.769843
european traffic grew nearly,positive,positive,0.92766076,92.766076
nevertheless fitch notes business fundamentals three banks currently remain sound,positive,positive,0.9274912,92.74911999999999
finland insurance company pohjola finnish motorcyclist association signed agreement aim improving motorcyclists traffic safety,positive,positive,0.9274384,92.74384
net income life insurance doubled eur mn eur mn net income non life insurance rose eur mn eur mn corresponding period,positive,positive,0.9274023,92.74023
second quarter firstquarter growth net sales since third quarter said magnus rosen ramirent ceo,positive,positive,0.92711705,92.711705
neste oil corp signed long term procurement contracts honkajoki oy findest protein oy owned finnish food manufacturers supply animal fat biodiesel production neste b cd porvoo finland refinery,positive,positive,0.92706984,92.706984
aspocomp repaid interest bearing liability standard chartered bank use rest consideration partially repay interest bearing liabilities finland improve liquidity,positive,positive,0.926808,92.68079999999999
finnish security privacy software solutions developer stonesoft oyj said january preliminary sales stonegate products grew pct year year mln euro mln fourth quarter,positive,positive,0.9267949,92.67949
volumes expected increase next years,positive,positive,0.92660564,92.660564
danske bank danske dc jumped percent kroner rebounding yesterday percent slide,positive,positive,0.926487,92.64869999999999
theodosopoulos said tellabs could value nokia siemens nortel given leading supply status verizon along high growth products,positive,positive,0.9260184,92.60184
metsaliitto said book minor gain less eur transaction,positive,positive,0.92587763,92.587763
synergy benefits start materialise second quarter,positive,positive,0.9258197,92.58197
federal secretary transport communication mexico awarded poyry mexican partner sintra consulting contract connection buenavista cuautitlan suburban railway,positive,positive,0.92581165,92.581165
cost savings rise mln eur year oko said,positive,positive,0.9257948,92.57948
six breweries recorded percent growth domestic beer sales last year million liters million liters sold,positive,positive,0.92497003,92.497003
kesko agro eesti retailer wholesaler grain agricultural warehousing machinery accessories net sales million euros increase one tenth preceding year,positive,positive,0.92471516,92.471516
helsinki afx nokian tyres reported fourth quarter pretax profit mln eur mln back strong sales,positive,positive,0.9247149,92.47149
fund fair value increase correspondingly,positive,positive,0.9245119,92.45119000000001
however biohit estimates total net sales continue grow favourable trends net sales lead profit,positive,positive,0.9243385,92.43384999999999
company aims maintain trend profitability current year,positive,positive,0.9239067,92.39067
